,pic_id,pic_name,pic_source,relic_geograpicLocation,relic_materials,relic_creationDate,statue_name,statue_alias,statue_description,relic_creationDate_english,pic_source_english,pic_name_english,relic_materials_english,statue_name_english,statue_alias_english,statue_description_english
61,62,千尊无量寿佛像（拉萨布达拉宫）  ,姜怀英、甲央、噶苏•彭措朗杰编著.中国古代建筑：西藏布达拉宫.北京：文物出版社，1996.10   ,西藏拉萨布达拉宫红宫长寿乐极殿 ,鎏金铜质，大者高0.68米，宽0.47米，小者高0.2 米，宽0.12米  ,清代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Qing dynasty ,"Jiang Huai Ying, a Central, karma Samui•Phuntsog Namgyal EDS. Ancient Chinese architecture: Potala Palace in Tibet. Beijing: Cultural Relics press, 1996.10 ",Thousand Buddha boundless life of Buddha（Potala Palace in Lhasa） ,"Gilt copper, the big high 0. 68 meters wide and 0. 47 Meters, small high-0. 2 m, width 0. 12 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
62,63,阿弥陀佛坐像（杭州余杭南山寺院）  ,杭州市余杭区政协文史委员会、区民族宗教事务局编.佛缘福地.杭州：杭州供销印刷有限公司，2007.12   ,浙江杭州余杭瓶窑南山寺院 ,石雕，通高2.8米，肩宽1米头顶肉结，眉心有痣，双目微闭，端坐莲座之上  ,元代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Yuan dynasty ,"Hangzhou Yuhang District People's Political Consultative Conference literature and history Committee, district ethnic and Religious Affairs Bureau series. Buddha edge of the Promised Land. Hangzhou: Hangzhou, supply and Printing Co., Ltd. 2007.12 ",Amitabha seated（Hangzhou Yuhang Nanshan temple） ,"Stone carving, height 2. 8 meters, a shoulder width of 1 metre head meat junction, between the eyebrows have a mole, binocular micro closed, sitting Lotus seat above ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
63,64,无量寿佛坐像（左贡县左贡寺）  ,熊文彬主编.中国藏传佛教雕塑全集 第3卷 金铜佛•下.北京：北京美术摄影出版社，2002.1   ,西藏昌都地区左贡县左贡寺 ,铜镏金镶嵌绿松石，高0.224米  ,明代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Ming Dynasty ,"Xiong Wenbin editor. China Tibetan Buddhist sculpture Complete Works Vol. 3 of the gold copper Buddha•next. Beijing: Beijing Arts and photography publishing house, 2002.1 ",Boundless life of Buddha seated（左贡县 左贡 temple） ,"Bronze gold mosaic turquoise, High-0. 224 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
64,65,阿弥陀佛结跏趺坐像（建晋江南天寺）  ,丁明夷主编. 中国石窟雕塑全集 第10卷 南方八省.重庆：重庆出版社，2000.8   ,福建晋江南天寺 ,石雕，像高6.9米  ,南宋嘉定九年（1216）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Southern Song Dynasty Jiading nine years（1216） ,"Ding Ming Yi chief editor. Chinese grotto sculpture Complete Works Vol. 10 Southern eight provinces. Chongqing: Chongqing publishing house, 2000.8 ",Amitabha knot Fu seated built Jinjiang Nan Tien Temple） ,"Stone carving, like high 6. 9 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
65,66,阿弥陀净土图（美国弗利尔美术馆藏）  ,林树中主编.海外藏中国历代雕塑.南昌：江西美术出版社，2006.12   ,美国弗利尔美术馆藏 ,石灰岩雕，总高1.589米，长3.345米，原位于河北邯郸南响山堂石窟第二窟西壁上方  ,北齐  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Northern Qi Dynasty ,"Forest tree editor. Overseas possession of Chinese ancient sculpture. Nanchang: Jiangxi fine arts publishing house, 2006.12 ",Amida Pure Land Map of the United States freer Art Museum） ,"The limestone carvings, the total High 1. 589 meters long and 3. 345 m, in situ in Hebei Handan South Sound Mountain Church Grotto is the second cave West wall on the top ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
66,67,南龛七九号龛阿弥陀佛与观音、地藏菩萨（巴中石窟）  ,巴中市文物局编撰.巴中石窟：唐代彩雕艺术.杭州：浙江摄影出版社，2012.3   ,四川巴中石窟 ,石雕彩绘，龛高0.74米，��0.66米，深0.16米  ,中晚唐  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,In the late Tang ,"Bazhong City Bureau of cultural relics compilation. Bazhong Grotto: the Tang Dynasty the color carving art. Hangzhou: Zhejiang photography press, 2012.3 ","South niches seven nine niches for Buddha and Goddess of mercy, Jizo（bazhong grotto） ","Stone painted, niches High-0. 74 meters,��0.66 m, depth 0. 16 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
67,68,主尊阿弥陀佛（麟游麟溪桥石窟）  ,韩伟主编.中国石窟雕塑全集 第5卷 陕西、宁夏.重庆：重庆出版社，2001.3   ,陕西麟游麟溪桥石窟第一窟 ,石雕，像高20米  ,唐代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Tang Dynasty ,"Han Wei editor. Chinese grotto sculpture Complete Works Vol. 5 Shaanxi, Ningxia. Chongqing: Chongqing press, 2001.3 ",Main statue of Amitabha（麟游 Lin Creek Bridge grotto） ,"Stone carving, like the 20 meters high ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
68,69,无量寿佛双手结禅定印捧宝瓶坐像（藏拉萨）  ,张建林主编.中国藏传佛教雕塑全集 第4卷 擦擦.北京：北京美术摄影出版社，2002.1   ,西藏拉萨 ,黄泥，高0.101米  ,清代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Qing dynasty ,"Zhang Jianlin editor. China Tibetan Buddhist sculpture Complete Works Vol. 4 wipe. Beijing: Beijing Arts and photography publishing house, 2002.1 ",Boundless life Buddha hands knot meditation India holding Aquarius seated（Tibetan Lhasa） ,"Yellow mud, High-0. 101 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
69,70,观经变相图下品中生之西方三圣（大足宝顶山大佛湾石窟）  ,李巳生主编. 中国石窟雕塑全集 第7卷 大足.重庆：重庆出版社，2000.8   ,重庆大足宝顶山大佛湾石窟第一八龛 ,摩崖石刻，阿弥陀佛像高0.6米，左观音、右大势至各高1米  ,南宋  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Southern Song Dynasty ,"Lee has the RAW editor. Chinese grotto sculpture Complete Works Vol. 7 Big Foot. Chongqing: Chongqing publishing house, 2000.8 ",The concept of the disguised figure under the product in the rest of the Western third of San（dazu Baoding Mountain Big Buddha Bay grotto） ,"Cliff, Amitabha as high as 0. 6 metres left of Guanyin, the right big potential to each of the 1 meter high ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
70,71,结跏趺坐于莲台无量寿佛像（拉萨药王山）  ,刘长久主编. 中国石窟雕塑全集 第9卷 云南、贵州、广西、西藏.重庆：重庆出版社，2000.8   ,西藏拉萨药王山北崖 ,摩崖石刻，像高0.7米  ,后弘后期（十一至十九世纪）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,After Hong post XI to XIX century ,"Liu long-term editor in chief. Chinese grotto sculpture Complete Works Vol. 9 Yunnan, Guizhou, Guangxi, Tibet. Chongqing: Chongqing publishing house, 2000.8 ",Junction he is depicted sitting in the Lotus throne boundless life of Buddha（Lhasa God of Medicine Mountain ,"Cliff, as high as 0. 7 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
71,72,阿弥陀佛坐像（宁波天童寺）  ,张悦鸣主编.天童禅寺.宁波：宁波出版社，2008.3   ,浙江宁波天童寺 ,铜鎏金  ,清代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Qing dynasty ,"Zhang Yue-Ming, the chief editor. TianTong temple. Ningbo: Ningbo press, 2008.3 ",Amitabha seated Ningbo TianTong temple） ,Copper gilt ,Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
72,73,西方阿弥陀佛（大同大华严寺）  ,冯骥才总主编.中国大同雕塑全集 寺观雕塑卷.北京：中华书局，2010.8   ,山西大同大华严寺大雄宝殿 ,木雕贴金，通高8.95米，像高2.69米  ,明代  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,The Ming Dynasty ,"He Total editor. China Datong sculpture collection temple sculpture volume. Beijing: Zhonghua book company, in 2010.8, project Director ","Western Amitabha（Datong, the largest ISKCON temple） ","Wood carving and gilding, height 8. 95 meters, like high 2. 69 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
73,74,无量寿佛坐像（首都博物馆）  ,首都博物馆编.佛教慈悲女神：中国古代观音菩萨.北京：文物出版社，2008.9   ,北京首都博物馆 ,铜镀金，高0.63米  ,明早期（十五世纪）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,In the morning of the fifth century ,"Capital Museum series. Buddhist mercy goddess: the ancient Chinese goddess of mercy. Beijing: Cultural Relics publishing house, 2008.9 ",Boundless life of Buddha seated figure of the capital Museum ,"Gold-plated copper, 0. 63 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
74,75,禅定印阿弥陀佛（阿里地区札达托林寺）  ,金维诺主编.中国藏传佛教雕塑全集 第1卷 彩塑.北京：北京美术摄影出版社，2002.1   ,西藏阿里地区札达托林寺 ,泥塑彩绘，高0.27米  ,后弘初期（十一―十二世纪）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,After Hong early eleventh―twelfth century ,"Jin weinuo editor of the. China Tibetan Buddhist sculpture Complete Works Vol 1 painted sculpture. Beijing: Beijing Arts and photography publishing house, 2002.1 ",Meditation India Amitabha（Ali region Zanda Pinto Lin temple） ,"Clay painted, High-0. 27 M ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
75,76,南龛一一一号龛西方净土变（巴中石窟）  ,巴中市文物局编撰.巴中石窟：唐代彩雕艺术.杭州：浙江摄影出版社，2012.3   ,四川巴中石窟 ,石雕彩绘，龛高2米，��1.6米，深0.52米  ,初唐  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,Early Tang Dynasty ,"Bazhong City Bureau of cultural relics compilation. Bazhong Grotto: the Tang Dynasty the color carving art. Hangzhou: Zhejiang photography press, 2012.3 ",South niches one by one one of the niches of the Western Pure Land change（bazhong grotto） ,"Stone painted, niches High 2 meters,��1.6 m, depth 0. 52 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
76,77,无量寿佛结跏趺坐于莲座像（拉萨色拉寺）  ,李翎、廖�D主编.中国藏传佛教雕塑全集 第5卷 石雕.北京：北京美术摄影出版社，2002.1   ,西藏拉萨色拉寺 ,摩崖高浮雕，外彩绘，高0.5米  ,吐蕃时期（八-九世纪）  ,阿弥陀佛（无量寿佛）,无量清净佛、无量光佛、无量寿佛、弥陀，接引佛、藏传佛教称为月巴墨佛,是佛教中西方“极乐世界”的教主，与观世音菩萨、大势至菩萨统称为西方三圣。佛经说此佛于过去世为菩萨时，名法藏，曾发四十八愿，长期修行，成为佛陀。后世所谓“念佛”，多指念阿弥陀佛名号。在寺院佛殿中，塑像常与释迦、药师两佛并坐，称三尊。参见五百罗汉第三九九尊“无量光尊者”条。,Tibet during the eight-ninth century ,"Li Ling, Liao�D, editor. China Tibetan Buddhist sculpture Complete Works Vol. 5 stone. Beijing: Beijing Arts and photography publishing house, 2002.1 ",Boundless life of Buddha the knot he is depicted sitting in the Lotus seat like Lhasa Sera monastery） ,"Cliff high relief, the outer painted, High-0. 5 m ",Amitabha（boundless life of Buddha）,"Measureless pure Buddha, measureless light Buddha, the boundless life Buddha, Amitabha, the escorts Buddha, Tibetan Buddhism is called on bar ink Buddha","Buddhism in the West“Elysium,”the leader, the Bodhisattva, The 大势至菩萨 collectively referred to as the Western three Holy. The Sutra says the Buddha in the past life of the Bodhisattva, the name of the law of possession, had sent forty-eight willing, long-term spiritual practice, becomes the Buddha. Beyond the so-called“chanting”, multi-means to recite Amitabha name. In the monastery Hall of the temple, the statue is often associated with Buddha, pharmacists two Buddha sits, said Three respect. See five hundred Arhats of the third Nine Nine statue of“the infinite light of His Holiness”article."
